,0,1,2,3,4,5,6,7,8,9,10,11
0,-0.05374858144593975,-0.9670037584639317,-0.9906678245746533,-0.8046371611384197,-0.9821082811707942,-0.8836313739973837,-0.9738312334478945,-0.9181733927614844,-0.7458987765006527,-0.9419768346280042,-0.8245805756973205,-0.9828931694690348
1,0.13746766652281361,-0.9832536723282121,-0.9356683905700449,-0.6541672062470824,-0.994863834446518,-0.8307411247395186,-0.9098593443233526,-0.9497247777070118,-0.9178905307214242,-1.032262347002106,-0.9975577965860234,-1.0489754749613769
2,0.7600748702555973,-0.9933188060769145,-1.0521625189636556,-0.9092768240069267,-1.0453600326763803,-1.024753626090968,-0.9133327490561525,-0.9275565863314621,-1.1119887893338043,-0.9710670609219008,-0.9941218180496288,-1.0514470470688275
3,1.3788869315081191,-1.153006730613949,-1.1518842692048064,-1.103437939786423,-1.1462542288790474,-0.9887322036119927,-0.8510331637515832,-1.1495565172123448,-1.0468498066545218,-1.1187650995501246,-1.1158818021876806,-1.213455756145111
4,0.9642133258097441,-0.9887792505061892,-1.017753180117157,-1.0053085221763376,-1.2254429084349767,-1.084246235605692,-1.0067072462865638,-0.9619463993772814,-1.0871849900655401,-0.9146654619460327,-1.022751985130248,-1.180752376830121
5,0.39195799468273784,-0.9740941092405602,-0.942340288624553,-0.9522064128085179,-0.9425262108725116,-0.8707623135319921,-0.8880319113029996,-0.9917693412829726,-0.9186854371182069,-1.060309737619094,-0.941139928039758,-1.0558892237566682
6,0.04082736200879855,-0.8861363996630756,-0.9583398308476919,-0.8319588292928096,-0.9386961714854192,-0.892457466797715,-0.9726366522025854,-0.9817360048461463,-0.775761697822799,-0.9466280345095717,-0.9420996196525546,-0.9146042400180764
7,-0.020163828068562206,-0.9640979951136179,-0.9131262772688309,-0.9015937513068473,-0.8561176405075199,-1.0376517107117265,-0.8474409384276682,-0.9069798792986313,-0.9088372395929859,-1.028817735109973,-0.8872358064392012,-0.8674480925830871
8,0.5099603766429972,-1.0402311088017406,-1.1247591642917578,-0.8826311232336919,-1.0249073721223219,-1.0034151956624735,-0.8882861826689699,-1.1310930210896766,-0.7493949930363133,-0.910368266435142,-1.00902385547033,-1.2364867001128197
9,0.20151640368731683,-0.990163673334326,-0.960091732854855,-0.9509303039359833,-0.875670285067187,-0.9520598042691206,-0.9134936793148958,-1.018803696524285,-0.7208225506093269,-0.9241035844682143,-0.997665697983245,-0.9779142801917726
10,0.3142183415264448,-0.9732684014816908,-1.1004003969998806,-0.9902068785055804,-0.9786223425028715,-0.9683304782538844,-0.8979922132198613,-0.9921184196409965,-0.8017587818681905,-0.8214720148840506,-0.9744314231634447,-0.9335176080023796
11,0.13825441413803252,-0.9207276519776264,-0.7468515953195557,-0.9554759355300593,-0.861009776243967,-1.0323299730604893,-0.9704605615968469,-0.9694416187421865,-0.9663539710028695,-0.9766427296374042,-0.9316476719446445,-0.8153305980558632
12,0.36691993728546546,-0.881573331049293,-0.8688031673938412,-1.2012201519831143,-1.1747136545425687,-0.8609006632217583,-1.0091222496253256,-1.0668653163408137,-1.1807297429617636,-1.0325355579086377,-0.6417402779396986,-0.9848172898851651
13,0.3813068223875016,-0.6856351423523124,-0.9500980297684407,-1.0182752955743417,-1.0988151367801022,-0.987068701687448,-1.1470360711838117,-1.0268901681863394,-1.0750654584777173,-1.080086849581822,-0.893237482908068,-0.8600378951605245
14,-0.03635649639074101,-0.8944567047863992,-0.9229307726761213,-0.99464710968375,-1.1023255969182213,-0.8147625729555454,-0.7362478292095193,-0.8646703717325556,-0.9585871788704768,-0.9027552631998103,-0.9705522432788176,-1.0090566699863472
15,0.3754108385747985,-0.9613377531373383,-1.1270785809433987,-0.9013036656927743,-0.8272150258061629,-0.8728786105895994,-1.0836048214531915,-1.0482925697650771,-1.0814495550351604,-0.8652530496467485,-1.01454573029864,-0.8783529112294644
