,Topic0,Topic1,Topic2,Topic3,Topic4,Topic5,Topic6,Topic7,dominant_topic
1,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
1,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
1,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
1,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
1,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.43,7
1,0.39,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0
1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.31,7
1,0.1,0.1,0.31,0.1,0.1,0.1,0.1,0.1,2
1,0.1,0.1,0.1,0.1,0.31,0.1,0.1,0.1,4
1,0.1,0.31,0.1,0.1,0.1,0.1,0.1,0.1,1
1,0.1,0.31,0.1,0.1,0.1,0.1,0.1,0.1,1
1,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.1,6
1,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
1,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
1,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
1,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
1,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
1,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
1,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
1,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
1,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
1,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
1,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
1,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
1,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
1,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.06,0.06,0.06,0.06,0.06,0.06,0.58,0.06,6
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.07,0.07,0.07,0.52,0.07,0.07,0.07,0.07,3
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.09,0.09,0.39,0.09,0.09,0.09,0.09,0.09,2
2,0.09,0.09,0.09,0.09,0.09,0.37,0.09,0.09,5
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.06,0.06,0.06,0.06,0.06,0.06,0.59,0.06,6
2,0.06,0.06,0.58,0.06,0.06,0.06,0.06,0.06,2
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.59,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.04,0.04,0.04,0.04,0.74,0.04,0.04,0.04,4
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.7,7
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.05,0.05,0.05,0.05,0.05,0.05,0.62,0.05,6
2,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.56,7
2,0.1,0.1,0.1,0.29,0.1,0.1,0.1,0.1,3
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.05,0.05,0.05,0.05,0.66,0.05,0.05,0.05,4
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.09,0.09,0.09,0.09,0.09,0.09,0.37,0.09,6
2,0.09,0.09,0.09,0.09,0.37,0.09,0.09,0.09,4
2,0.09,0.09,0.09,0.09,0.09,0.09,0.35,0.09,6
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.39,7
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.06,0.06,0.06,0.06,0.06,0.58,0.06,0.06,5
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.7,7
2,0.08,0.08,0.43,0.08,0.08,0.08,0.08,0.08,2
2,0.09,0.09,0.09,0.09,0.09,0.09,0.4,0.09,6
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.03,0.03,0.03,0.03,0.77,0.03,0.03,0.03,4
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.39,7
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.55,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,5
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.06,0.06,0.06,0.06,0.59,0.06,0.06,0.06,4
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.71,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0
2,0.09,0.09,0.09,0.34,0.09,0.09,0.09,0.09,3
2,0.09,0.09,0.09,0.09,0.09,0.34,0.09,0.09,5
2,0.09,0.09,0.09,0.34,0.09,0.09,0.09,0.09,3
2,0.1,0.1,0.33,0.1,0.1,0.1,0.1,0.1,2
2,0.1,0.1,0.1,0.1,0.31,0.1,0.1,0.1,4
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.08,0.08,0.42,0.08,0.08,0.08,0.08,0.08,2
2,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.42,7
2,0.08,0.08,0.41,0.08,0.08,0.08,0.08,0.08,2
2,0.09,0.39,0.09,0.09,0.09,0.09,0.09,0.09,1
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.05,0.05,0.05,0.66,0.05,0.05,0.05,0.05,3
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.56,7
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.06,0.06,0.06,0.06,0.06,0.06,0.56,0.06,6
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.05,0.05,0.66,0.05,0.05,0.05,0.05,0.05,2
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
2,0.04,0.04,0.04,0.04,0.04,0.75,0.04,0.04,5
2,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.5,7
3,0.08,0.08,0.08,0.08,0.08,0.41,0.08,0.08,5
3,0.08,0.08,0.08,0.08,0.08,0.08,0.47,0.08,6
3,0.08,0.08,0.47,0.08,0.08,0.08,0.08,0.08,2
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.05,0.05,0.05,0.05,0.05,0.05,0.67,0.05,6
3,0.07,0.07,0.07,0.07,0.52,0.07,0.07,0.07,4
3,0.07,0.07,0.52,0.07,0.07,0.07,0.07,0.07,2
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.06,0.06,0.06,0.06,0.06,0.06,0.55,0.06,6
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.07,0.07,0.07,0.07,0.54,0.07,0.07,0.07,4
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.06,0.06,0.06,0.06,0.06,0.56,0.06,0.06,5
3,0.06,0.06,0.06,0.55,0.06,0.06,0.06,0.06,3
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.05,0.05,0.05,0.68,0.05,0.05,0.05,0.05,3
3,0.06,0.06,0.06,0.06,0.06,0.06,0.55,0.06,6
3,0.07,0.07,0.07,0.53,0.07,0.07,0.07,0.07,3
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.09,0.39,0.09,0.09,0.09,0.09,0.09,0.09,1
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.05,0.05,0.05,0.05,0.05,0.05,0.66,0.05,6
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.07,0.07,0.07,0.07,0.07,0.52,0.07,0.07,5
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.08,0.08,0.47,0.08,0.08,0.08,0.08,0.08,2
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.05,0.05,0.05,0.05,0.05,0.05,0.62,0.05,6
3,0.06,0.06,0.06,0.06,0.06,0.06,0.61,0.06,6
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.43,7
3,0.06,0.06,0.06,0.06,0.06,0.06,0.55,0.06,6
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.03,0.03,0.03,0.03,0.03,0.76,0.03,0.03,5
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.05,0.05,0.05,0.68,0.05,0.05,0.05,0.05,3
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.06,0.06,0.06,0.59,0.06,0.06,0.06,0.06,3
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.75,7
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.03,0.03,0.77,0.03,0.03,0.03,0.03,0.03,2
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.59,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0
3,0.07,0.07,0.07,0.07,0.07,0.53,0.07,0.07,5
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.04,0.04,0.04,0.04,0.7,0.04,0.04,0.04,4
3,0.65,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.56,7
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.06,0.06,0.06,0.06,0.06,0.06,0.59,0.06,6
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.04,0.04,0.7,0.04,0.04,0.04,0.04,0.04,2
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.03,0.03,0.03,0.03,0.03,0.03,0.76,0.03,6
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.06,0.06,0.06,0.06,0.06,0.06,0.58,0.06,6
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
3,0.77,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0
3,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.08,0.08,0.46,0.08,0.08,0.08,0.08,0.08,2
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
4,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
