,Topic0,Topic1,Topic2,Topic3,Topic4,Topic5,Topic6,Topic7,dominant_topic
6,0.06,0.55,0.06,0.06,0.06,0.06,0.06,0.06,1
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.1,0.1,0.1,0.32,0.1,0.1,0.1,0.1,3
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.04,0.04,0.04,0.04,0.04,0.73,0.04,0.04,5
6,0.43,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.05,0.62,0.05,0.05,0.05,0.05,0.05,0.05,1
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.77,7
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.08,0.08,0.41,0.08,0.08,0.08,0.08,0.08,2
6,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.41,7
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.08,0.08,0.08,0.08,0.42,0.08,0.08,0.08,4
6,0.08,0.08,0.08,0.08,0.08,0.42,0.08,0.08,5
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.03,0.03,0.77,0.03,0.03,0.03,0.03,0.03,2
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.06,0.06,0.06,0.06,0.06,0.59,0.06,0.06,5
6,0.06,0.59,0.06,0.06,0.06,0.06,0.06,0.06,1
6,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.58,7
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.5,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.09,0.09,0.09,0.39,0.09,0.09,0.09,0.09,3
6,0.09,0.09,0.38,0.09,0.09,0.09,0.09,0.09,2
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.05,0.05,0.05,0.62,0.05,0.05,0.05,0.05,3
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
6,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.06,0.06,0.6,0.06,0.06,0.06,0.06,0.06,2
7,0.08,0.08,0.08,0.46,0.08,0.08,0.08,0.08,3
7,0.08,0.08,0.47,0.08,0.08,0.08,0.08,0.08,2
7,0.08,0.08,0.08,0.08,0.43,0.08,0.08,0.08,4
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.07,0.07,0.07,0.49,0.07,0.07,0.07,0.07,3
7,0.09,0.09,0.09,0.09,0.09,0.09,0.39,0.09,6
7,0.06,0.06,0.06,0.06,0.06,0.06,0.58,0.06,6
7,0.09,0.09,0.09,0.09,0.09,0.35,0.09,0.09,5
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.08,0.08,0.08,0.08,0.46,0.08,0.08,0.08,4
7,0.08,0.08,0.08,0.08,0.41,0.08,0.08,0.08,4
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.06,0.06,0.06,0.06,0.06,0.55,0.06,0.06,5
7,0.06,0.06,0.06,0.56,0.06,0.06,0.06,0.06,3
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.04,0.04,0.04,0.04,0.7,0.04,0.04,0.04,4
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.05,0.05,0.05,0.64,0.05,0.05,0.05,0.05,3
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.59,7
7,0.07,0.07,0.07,0.52,0.07,0.07,0.07,0.07,3
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.08,0.44,0.08,0.08,0.08,0.08,0.08,0.08,1
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.77,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.05,0.64,0.05,0.05,0.05,0.05,0.05,0.05,1
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.07,0.07,0.07,0.5,0.07,0.07,0.07,0.07,3
7,0.08,0.08,0.08,0.08,0.08,0.42,0.08,0.08,5
7,0.09,0.09,0.09,0.09,0.09,0.09,0.36,0.09,6
7,0.1,0.1,0.1,0.1,0.1,0.1,0.28,0.1,6
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.07,0.07,0.07,0.07,0.54,0.07,0.07,0.07,4
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.05,0.05,0.05,0.64,0.05,0.05,0.05,0.05,3
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.07,0.07,0.07,0.07,0.49,0.07,0.07,0.07,4
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.05,0.64,0.05,0.05,0.05,0.05,0.05,0.05,1
7,0.06,0.06,0.61,0.06,0.06,0.06,0.06,0.06,2
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.07,0.07,0.07,0.53,0.07,0.07,0.07,0.07,3
7,0.06,0.06,0.59,0.06,0.06,0.06,0.06,0.06,2
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.03,0.03,0.03,0.76,0.03,0.03,0.03,0.03,3
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.06,0.06,0.06,0.06,0.06,0.55,0.06,0.06,5
7,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.54,7
7,0.07,0.07,0.07,0.07,0.07,0.07,0.51,0.07,6
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.08,0.08,0.44,0.08,0.08,0.08,0.08,0.08,2
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.07,0.07,0.07,0.07,0.52,0.07,0.07,0.07,4
7,0.52,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0
7,0.07,0.07,0.07,0.48,0.07,0.07,0.07,0.07,3
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.06,0.06,0.59,0.06,0.06,0.06,0.06,0.06,2
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.06,0.06,0.06,0.58,0.06,0.06,0.06,0.06,3
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.05,0.05,0.64,0.05,0.05,0.05,0.05,0.05,2
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.09,0.09,0.09,0.09,0.09,0.09,0.39,0.09,6
7,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.38,7
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.42,7
7,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.42,7
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.07,0.07,0.07,0.07,0.07,0.52,0.07,0.07,5
7,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.52,7
7,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.5,7
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.1,0.1,0.28,0.1,0.1,0.1,0.1,0.1,2
7,0.28,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
7,0.11,0.26,0.11,0.11,0.11,0.11,0.11,0.11,1
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
7,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.38,7
8,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.37,7
8,0.37,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.08,0.08,0.08,0.08,0.08,0.43,0.08,0.08,5
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
8,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0
