X,Y,Topic
-9.974522,12.56804,Topic10
-1.2494256,12.714207,Topic10
-10.275742,15.138362,Topic10
10.177548,6.8156605,Topic9
8.704068,7.8316956,Topic9
-16.62289,15.81503,Topic10
-3.9812276,22.441969,Topic10
-4.7562494,23.919914,Topic10
-6.2984166,27.137018,Topic10
6.13535,8.586685,Topic9
-0.8787247,-11.276675,Topic9
-3.7753003,10.715416,Topic9
0.90933484,13.190267,Topic9
-5.7672157,24.31144,Topic10
22.937048,-7.2083845,Topic7
-4.409202,23.187616,Topic10
-4.9605412,24.50125,Topic10
0.48765436,14.357545,Topic10
8.656333,9.741294,Topic9
-2.8779314,18.398615,Topic10
-4.96784,5.1131754,Topic9
-10.100316,5.243993,Topic10
3.440455,10.616846,Topic9
-10.747269,20.025469,Topic10
-1.2184505,7.6854115,Topic9
13.942149,-1.5396656,Topic9
11.687465,-17.13659,Topic6
6.404514,9.422866,Topic9
-5.8724785,9.824846,Topic1
-11.03341,12.347885,Topic10
-2.6746955,11.418178,Topic9
-17.292887,10.494777,Topic2
-9.814653,-14.956362,Topic1
5.0067887,8.392327,Topic9
-13.592212,11.700101,Topic10
-1.9342169,10.078061,Topic9
-14.560383,7.6939626,Topic1
-14.616533,9.642476,Topic10
18.59153,-3.7341514,Topic9
1.5581542,-10.18498,Topic3
12.426369,-7.52256,Topic9
20.163364,-12.281271,Topic7
12.471619,-20.832327,Topic6
21.480156,-15.513941,Topic7
17.223328,-4.17869,Topic9
9.940013,-17.004625,Topic6
14.767881,-5.7619433,Topic9
3.6230814,-6.371979,Topic8
20.64838,-11.715063,Topic7
13.065445,-15.454651,Topic6
19.547241,-6.175749,Topic9
11.007732,-15.438173,Topic6
12.550157,-13.718256,Topic6
8.751286,-18.074036,Topic6
-3.9701803,-6.3116226,Topic9
13.997057,-19.03081,Topic6
10.70472,-8.958507,Topic9
6.23266,-1.3077526,Topic9
14.632414,-19.113894,Topic6
-12.253963,-4.7720757,Topic5
12.538318,-17.824678,Topic6
12.633398,-15.509301,Topic6
15.904308,3.4999633,Topic9
-7.848301,-3.9819624,Topic5
9.510828,2.857307,Topic9
-6.0636773,-22.892878,Topic1
14.296463,-20.140076,Topic6
12.80166,-18.735542,Topic6
13.271906,-14.308926,Topic6
22.212166,-6.458209,Topic9
12.972729,4.5304832,Topic9
11.486055,-14.568959,Topic6
-0.4967177,-16.548231,Topic2
11.562109,-4.440633,Topic9
7.953936,-12.023179,Topic2
10.310136,-4.000302,Topic9
11.171762,6.12444,Topic9
14.527158,6.766428,Topic9
17.594576,-1.4203479,Topic9
11.956794,-15.335704,Topic6
10.70985,-15.890444,Topic6
12.273761,-13.022063,Topic9
17.177013,1.5314687,Topic9
-3.7846668,-0.11600135,Topic7
2.5841272,-5.36528,Topic8
7.3470106,7.6968513,Topic9
19.445671,-7.603701,Topic9
-6.9641104,-22.523489,Topic1
-4.0008965,-21.437128,Topic1
18.84796,-2.551556,Topic9
11.209144,-2.0222697,Topic9
-7.3465137,-19.985502,Topic1
8.420268,-14.733349,Topic6
11.342655,5.609266,Topic9
-4.5470743,-11.050669,Topic9
15.214887,2.8889818,Topic9
14.565741,2.304324,Topic9
-4.258098,-9.42191,Topic9
12.503596,-10.633704,Topic9
4.613098,-6.248257,Topic9
12.241015,-6.712266,Topic9
11.849006,-1.7106583,Topic9
9.378222,-4.0001645,Topic9
-6.913069,-17.392174,Topic1
0.5263283,-5.933163,Topic9
6.2103243,-0.6374352,Topic9
-6.985292,-6.324086,Topic5
19.358917,-2.8719862,Topic9
-0.8750314,-1.7663877,Topic4
-5.517455,-12.704483,Topic9
14.902564,-9.345312,Topic9
14.498478,6.642358,Topic9
-12.745634,-22.08799,Topic1
12.689864,0.007668985,Topic9
15.516673,2.1303647,Topic9
12.36656,0.74864924,Topic9
-4.284997,-4.6498375,Topic9
15.332573,-7.0158734,Topic9
-4.3196783,-14.173595,Topic9
-11.298786,-4.5468407,Topic5
-7.1533427,-21.286634,Topic1
16.510393,-0.9495446,Topic9
12.247406,-19.944801,Topic6
18.485073,-5.894352,Topic9
-6.6124296,-4.142764,Topic5
16.863811,2.927696,Topic9
-3.0691752,-14.568977,Topic9
-4.7908077,-18.969013,Topic1
17.92424,-6.455452,Topic9
11.250329,-11.042083,Topic9
18.47072,-2.0311363,Topic9
-3.9903557,-11.280756,Topic9
6.0684023,2.0794122,Topic9
13.562422,2.184812,Topic9
-1.1407843,-11.261674,Topic9
-13.231882,-21.626291,Topic1
-15.634741,7.1643734,Topic1
12.440975,4.789197,Topic9
14.124174,3.38523,Topic9
20.071339,-4.361741,Topic9
-4.497301,0.8215644,Topic4
13.459427,-1.0777767,Topic9
15.492861,1.7568467,Topic9
-1.360954,-7.6500883,Topic3
15.021814,3.8396175,Topic9
16.652748,4.623255,Topic9
17.220245,2.7096984,Topic9
21.889029,-9.402478,Topic7
17.706697,-0.19308266,Topic9
0.7890508,-7.0681252,Topic8
13.508298,2.6127756,Topic9
19.140774,-3.8470433,Topic9
-9.095468,-18.268667,Topic1
19.04767,-4.777317,Topic9
-7.8269024,-22.235792,Topic1
-4.0580945,-13.468877,Topic9
20.824312,-7.2509046,Topic7
-10.148361,-21.193892,Topic1
-3.2787883,-15.40724,Topic9
-13.078143,3.7524853,Topic5
-12.161816,3.8677185,Topic5
14.541526,4.5435796,Topic9
-12.095378,27.25189,Topic10
-10.974487,1.7744763,Topic5
-6.669732,23.925644,Topic10
-12.051504,19.900957,Topic10
5.6226687,7.5468245,Topic9
13.500061,0.6613065,Topic9
-4.1274786,-6.780414,Topic9
11.355085,-18.52517,Topic6
-13.765328,22.081203,Topic10
-9.533145,26.016161,Topic10
-9.769535,-0.004370492,Topic5
-12.554487,19.073246,Topic10
8.255753,1.9769596,Topic9
-12.21727,-19.29607,Topic1
-2.2192338,10.87797,Topic9
-7.3104978,25.101654,Topic10
-10.779948,21.098125,Topic10
-13.396569,18.819023,Topic6
18.185379,-9.65403,Topic9
-9.378397,29.36043,Topic10
-11.842497,12.895632,Topic10
-6.0366683,15.537656,Topic10
-3.4523666,11.4257965,Topic10
-13.413422,10.879902,Topic10
-13.572961,9.709083,Topic1
-17.049688,10.256518,Topic1
-13.792112,-4.7762356,Topic5
-11.535712,5.0590844,Topic10
-11.081182,11.0785,Topic10
-8.464796,-17.635103,Topic1
-4.1124864,9.467831,Topic9
-11.964658,1.4056537,Topic5
-13.2986765,9.008718,Topic1
-12.093721,8.5641575,Topic10
0.6613379,11.057797,Topic9
-11.924032,5.6103625,Topic6
-11.837668,3.3279386,Topic5
-13.058451,11.8066635,Topic10
-11.463246,0.4097079,Topic5
21.43431,-9.268721,Topic7
-12.678646,-19.184383,Topic1
-12.526089,-18.241322,Topic1
-14.684154,10.926758,Topic1
-11.332617,-20.18425,Topic1
21.180891,-10.258505,Topic7
-12.79167,-2.3218782,Topic5
-12.310613,-20.395664,Topic1
-12.7741,5.3559027,Topic1
-12.028915,-0.85903656,Topic5
22.741535,-7.8231597,Topic7
-3.4610054,17.15263,Topic10
6.2579107,-1.2886245,Topic9
-16.348404,16.582409,Topic10
-16.770401,15.843165,Topic10
9.151575,7.579039,Topic9
-3.622844,18.153088,Topic10
6.2378054,11.688143,Topic9
5.615094,-14.617957,Topic6
-13.307573,21.481682,Topic10
22.875452,-11.181,Topic7
-12.349539,7.8374496,Topic10
4.3579044,-14.150864,Topic3
22.954681,-11.828249,Topic7
23.118227,-9.471698,Topic7
2.6654005,-11.959396,Topic3
-10.897974,-18.635414,Topic1
13.181941,-20.968386,Topic6
-12.313841,-21.326267,Topic1
-8.993825,-2.944486,Topic5
7.453384,1.2780272,Topic9
-5.831631,-13.750506,Topic1
-3.703755,-23.457216,Topic6
15.116847,-5.3279815,Topic9
2.735818,-13.312838,Topic3
0.854169,-5.9317503,Topic8
-5.8457055,-13.703954,Topic1
3.0398455,-10.366906,Topic3
22.515297,-10.177196,Topic7
21.825012,-11.626758,Topic7
-10.316289,-24.830141,Topic1
-8.950003,-20.614447,Topic1
3.7103357,-5.5872416,Topic9
11.977006,-12.109467,Topic9
-7.8495,-16.394806,Topic1
-3.0182135,-10.653853,Topic9
-9.48309,-18.71474,Topic1
-6.3776035,-18.884363,Topic1
-10.747612,-4.737578,Topic5
11.939924,-16.058437,Topic6
8.629913,-3.2182443,Topic9
7.964036,-13.071513,Topic6
-2.559708,-14.352755,Topic9
-1.6090739,-15.703862,Topic2
-4.3940988,-19.739416,Topic1
-12.681389,-22.81754,Topic1
-4.371066,-23.58884,Topic6
3.2326467,-10.285194,Topic3
-9.4091,-20.610825,Topic1
11.139587,-17.901154,Topic6
-8.211336,-3.8100955,Topic5
3.3574092,-7.7601767,Topic9
12.001213,-0.76249915,Topic9
-13.066403,-1.5147941,Topic5
-5.9377522,-9.0731125,Topic9
-4.609482,-23.08289,Topic6
21.530046,-15.05427,Topic7
8.558493,-3.845454,Topic9
-1.6424952,-6.686806,Topic5
-4.3250165,-10.459632,Topic9
1.3850561,-11.415519,Topic3
2.0314443,-12.748247,Topic3
0.5337303,-11.041892,Topic3
17.547144,0.61374044,Topic9
-4.783872,-19.515331,Topic1
-12.531849,-3.7687922,Topic5
-13.315384,-3.7429578,Topic5
-8.578639,-22.819849,Topic1
-6.336502,-16.219137,Topic1
6.7574606,0.62445414,Topic9
-6.5330257,-6.4651957,Topic5
19.20131,-5.3451037,Topic9
16.728205,-9.349079,Topic9
-4.0161734,-22.82089,Topic6
14.144493,-16.284416,Topic6
-10.628755,-6.170489,Topic5
13.990255,-19.643667,Topic6
5.822955,-6.6677756,Topic9
10.959365,-8.348751,Topic9
20.31865,-16.181383,Topic6
15.120432,-20.78345,Topic6
14.71543,-6.6299243,Topic9
14.963235,-0.13241197,Topic9
-8.632935,15.085251,Topic10
8.105841,-17.853323,Topic6
-1.3923115,-3.4664402,Topic9
-0.962153,-2.55796,Topic4
-5.166736,-9.507017,Topic9
7.482766,3.8039567,Topic9
11.160314,-19.821693,Topic6
-9.70202,-3.3166833,Topic5
12.627461,-14.5563,Topic6
16.885195,3.8422503,Topic9
1.637859,-12.419409,Topic3
-8.108124,-17.295298,Topic1
-10.372303,-22.325605,Topic1
3.0222974,-6.2729063,Topic8
-11.421718,26.823011,Topic10
-13.527667,-1.5751189,Topic5
-12.205031,26.431791,Topic10
-6.995009,30.15779,Topic10
-13.125021,-3.0364497,Topic5
-6.819159,-0.27435848,Topic5
-12.69375,12.765614,Topic10
-11.978723,2.4300187,Topic5
-12.005156,7.255104,Topic10
-2.9830868,10.042291,Topic9
-6.8799324,-0.16651054,Topic5
-13.555064,-2.8157697,Topic5
-8.834391,4.0453696,Topic10
0.3720536,24.007164,Topic10
-4.8925843,-6.569738,Topic9
23.43368,-12.781834,Topic7
-10.999885,-17.819908,Topic1
22.066395,-14.789997,Topic7
-10.8574705,-21.312435,Topic1
-8.933394,-22.592407,Topic1
-10.188521,-25.173159,Topic1
20.84115,-6.1015353,Topic9
12.780404,1.2496583,Topic9
12.915608,-16.37041,Topic6
20.126423,-10.608357,Topic7
-7.5115848,-7.358285,Topic5
14.329782,-16.875761,Topic6
-9.332942,-3.6902075,Topic5
-10.651921,-23.84117,Topic1
-5.5077662,-9.811781,Topic9
13.64115,-6.0383124,Topic9
-5.9042673,-5.366073,Topic9
22.164797,-12.342478,Topic7
12.374411,-16.777136,Topic6
12.737168,-6.7721834,Topic9
5.367172,-6.12935,Topic9
21.174706,-14.576109,Topic7
13.071756,-13.281415,Topic9
4.51389,-14.226087,Topic3
-14.064923,-3.4743075,Topic5
2.3470175,-12.739322,Topic3
20.75439,-15.264877,Topic7
8.401026,0.7265861,Topic9
-5.580192,26.478455,Topic10
-10.361977,19.657887,Topic10
-5.7033553,16.159872,Topic10
-6.877089,28.74808,Topic10
-9.163826,16.392805,Topic10
-5.070046,22.75968,Topic10
-5.473775,27.07087,Topic10
5.715194,11.430354,Topic9
-2.3504918,18.903044,Topic10
-1.2763485,14.583734,Topic10
-4.202109,21.367064,Topic10
-6.509405,28.060772,Topic10
-7.390663,30.826353,Topic10
2.5719764,9.016167,Topic9
2.426774,9.5254,Topic9
-4.8355207,10.082718,Topic9
-10.354931,14.049362,Topic10
-5.7388206,21.572409,Topic10
-6.3468223,28.680975,Topic10
-9.854252,21.540302,Topic10
-12.800486,11.375884,Topic10
-10.295595,29.446018,Topic10
-11.057053,15.904056,Topic10
-7.963532,26.379343,Topic10
-7.9819965,24.098701,Topic10
-6.365384,19.2186,Topic10
-6.121437,18.34323,Topic10
-10.400796,3.009029,Topic10
-6.11758,31.258413,Topic10
-2.0320144,17.493145,Topic10
-6.769424,20.814426,Topic10
-7.8747244,29.112165,Topic10
-2.639618,23.214857,Topic10
-5.8155446,22.565434,Topic10
-6.498243,30.103048,Topic10
-7.118683,27.733553,Topic10
1.7318357,13.383042,Topic9
0.69815904,24.12414,Topic10
-10.810575,2.2193286,Topic5
-11.253472,-1.2411792,Topic5
-8.097578,1.1662959,Topic5
-9.413209,26.400919,Topic10
-17.069796,16.359913,Topic10
8.499146,-12.82325,Topic6
-5.464127,25.82371,Topic10
0.50028634,10.650032,Topic9
-4.582129,22.267973,Topic10
-5.424359,29.27908,Topic10
3.909568,9.108924,Topic9
-7.4746127,19.954456,Topic10
-7.7535787,2.8675013,Topic5
15.431272,-7.781882,Topic9
-8.795088,31.550577,Topic10
9.568952,-21.390211,Topic6
-13.432412,-22.791883,Topic1
1.020437,-17.062792,Topic2
3.4647896,-12.757057,Topic3
-1.2230616,-0.5833703,Topic4
-14.709149,-3.0181286,Topic5
13.5232935,-21.599472,Topic6
24.07425,-12.017562,Topic7
2.0939298,-4.374403,Topic8
17.270489,4.5299773,Topic9
-6.7501116,31.774317,Topic10
