X,Y,Topic
-5.3288536,8.021535,3
-7.0672655,-5.331226,0
6.9796615,5.246923,2
6.326086,0.32396078,4
-9.181346,-5.657692,4
4.7034497,-15.904996,5
11.763964,0.9022134,8
18.421253,-7.071863,6
9.967212,2.9174426,4
16.768274,11.249952,6
-10.245558,8.537369,8
12.207192,-0.23258322,8
6.7836013,13.591994,2
4.3523803,-19.344042,5
-7.754615,-22.43985,3
4.258862,8.102395,5
-1.9744055,1.2053239,7
12.70644,0.61711293,8
10.523847,10.952756,2
-8.717012,17.17686,4
13.553868,-9.6212435,1
-7.951806,20.667118,0
-5.5613875,23.702955,9
3.1636548,5.20924,9
-3.7509103,-3.5185587,3
14.845863,-17.559793,3
11.211206,13.440628,1
-1.1639187,8.838808,0
5.295774,-16.835508,5
-7.864216,-0.42075223,8
-7.923447,9.462775,8
-5.9415164,-12.481484,1
4.8256044,11.169129,2
13.4681,-10.376354,8
7.0923266,10.693256,2
2.9247591,1.909619,2
-13.8951235,7.1947656,8
14.828876,-2.2851162,8
13.675135,-12.727809,7
-17.11305,-3.845612,7
8.746385,-9.747211,2
-4.0200257,1.2242893,0
7.148232,-7.2601037,9
-13.334554,-12.578604,4
15.090185,-4.468949,2
-4.2676663,-6.5758295,3
-12.033837,-8.784661,6
7.567636,1.8385131,8
5.376789,-3.6910048,4
7.9729414,10.271069,6
7.9588447,-7.186553,2
13.343022,-14.019845,3
-1.6521617,18.51049,5
-4.3313704,11.521654,2
21.651054,-3.9297988,2
9.073129,0.66299194,5
-11.739095,-19.435865,4
3.6511009,17.527374,0
1.0737206,-16.830717,5
16.732288,11.953263,6
16.287685,4.562371,1
6.42228,16.319279,2
-4.2939186,-4.2825384,0
-21.523829,-4.671598,6
-12.269287,9.693706,3
-6.703435,-16.120665,7
-5.55509,-9.055655,6
-7.7985196,4.2321777,6
-17.778591,-5.800152,6
15.976017,-16.255573,6
23.337713,4.58802,7
-0.7437678,2.4073608,6
-5.6805186,1.8797194,9
1.3275512,20.32331,5
-14.7874365,-7.108164,0
-7.7280884,5.942117,3
-13.36132,-11.535958,7
5.9372683,2.0216064,4
9.958947,-9.958984,8
-8.674196,-11.343904,4
-1.2869937,-15.850152,4
-7.4244432,16.64874,4
5.3234663,-11.457605,9
-12.578596,-19.457716,9
1.1518598,-1.4187435,8
15.86847,0.79609203,3
-3.8297455,2.6145852,9
-16.959389,5.1507854,3
-3.3026726,23.199764,4
-14.153229,3.4341767,8
3.315916,15.105863,4
11.227318,14.688558,1
-14.046656,-17.408358,4
-1.7606468,6.515416,5
3.807371,-2.0323443,4
1.3592023,-3.7011554,7
4.278929,4.6033115,2
-0.49192438,21.60211,0
9.154974,-12.069955,8
-0.15618469,19.678679,1
20.540451,-3.0028887,2
-3.367868,18.478718,4
-2.79758,6.4219866,0
-7.4207335,-18.660028,2
-11.266014,4.2863827,3
5.678181,2.725534,5
14.153379,5.475846,5
12.665242,9.02747,2
3.6958153,-13.619347,4
-4.536027,-10.946283,8
-7.3722725,21.299023,0
-3.2523062,-21.738811,8
1.3401537,-6.8127565,7
21.895922,-1.6128201,8
13.227264,11.9056225,3
23.062477,8.654946,6
-1.5593313,6.5305943,5
-0.94588584,3.6141798,6
3.667038,20.85961,1
-1.8814057,-17.205978,4
4.2949038,10.012681,9
-20.030624,4.446936,4
2.392761,-16.992062,7
-0.60457957,-9.0204115,9
-8.777081,-9.114521,1
1.5452393,-7.2868857,3
1.3150985,1.6315236,5
10.6964,9.793861,2
3.4142985,20.440035,1
7.380759,19.571108,0
6.0164886,-23.468086,1
16.097683,15.820669,2
20.425238,13.08094,3
-21.921741,-8.954845,4
7.927563,-21.405289,5
-24.762695,-6.1690965,6
22.130941,1.2110671,7
9.669355,-1.2374895,8
10.5439205,20.633945,9
